source,author,title,description,url,urlToImage,publishedAt,content,cleaned text,no_sw_text
"{'id': None, 'name': 'Biztoc.com'}",investors.com,One Magnificent Seven Stock Smashes Into A Wall,"The Magnificent Seven are already starting to fall apart in the S&P 500. And it's not pretty for investors. Shares of Tesla (TSLA), one of the original Magnificent Seven stocks that drove the S&P 500 in 2023, is now a disaster. The stock's 26.3% drop this yea…",https://biztoc.com/x/f25349d68ee4822e,https://c.biztoc.com/p/f25349d68ee4822e/s.webp,2024-01-29 19:26:06+00:00,"The Magnificent Seven are already starting to fall apart in the S&amp;P 500. And it's not pretty for investors.Shares of Tesla (TSLA), one of the original Magnificent Seven stocks that drove the S&am… [+298 chars]",The Magnificent Seven are already starting to fall apart in the S amp P And it s not pretty for investors Shares of Tesla TSLA one of the original Magnificent Seven stocks that drove the S am chars ,Magnificent Seven already starting fall apart amp P pretty investors Shares Tesla TSLA one original Magnificent Seven stocks drove chars
"{'id': None, 'name': 'MarketWatch'}",Joseph Adinolfi,The Nasdaq kicked off 2024 with its longest losing streak in over a year. This is what is driving it lower.,Investors likely waited until the new year to take profits in highflying technology stocks.,https://www.marketwatch.com/story/the-nasdaq-kicked-off-2024-with-its-longest-losing-streak-in-over-a-year-this-is-what-is-driving-it-lower-ea2f6f0b,https://images.mktw.net/im-229927/social,2024-01-05 14:50:00+00:00,"The highflying technology stocks that drove much of the U.S. stock markets advance in 2023 are struggling so far in 2024, with the Nasdaq capping off its longest losing streak since late 2022 on Thur… [+3857 chars]",The highflying technology stocks that drove much of the U S stock markets advance in are struggling so far in with the Nasdaq capping off its longest losing streak since late on Thur chars ,highflying technology stocks drove much U stock markets advance struggling far Nasdaq capping longest losing streak since late Thur chars
"{'id': None, 'name': 'MarketWatch'}",Barbara Kollmeyer,‘Eerily similar to 2022.’ Why this veteran strategist is ‘max bearish’ on U.S. stocks,"The setup for 2024 is looking eerily similar to how we entered 2022, says David Rosenberg.",https://www.marketwatch.com/story/eerily-similar-to-2022-why-this-veteran-strategist-is-max-bearish-on-u-s-stocks-29d2c2f8,https://images.mktw.net/im-60986102/social,2024-01-09 11:45:00+00:00,"Credit last years hero Nvidia 
 NVDA,
 +6.43%
for giving Wall Street its best day so far in a shaky start to 2024. But gloom from Samsung is dampening the mood, with stock-market futures pointing … [+6522 chars]",Credit last years hero Nvidia NVDA for giving Wall Street its best day so far in a shaky start to But gloom from Samsung is dampening the mood with stock market futures pointing chars ,Credit last years hero Nvidia NVDA giving Wall Street best day far shaky start gloom Samsung dampening mood stock market futures pointing chars
"{'id': None, 'name': 'MarketWatch'}",Jamie Chisholm,"One sector is camouflaging the market’s recent deterioration. It can only last so long, says this technical analyst.","Tech's doing well, but not much else, and that does not a sustainable rally make",https://www.marketwatch.com/story/one-sector-is-camouflaging-the-markets-recent-deterioration-it-can-only-last-so-long-says-this-technical-analyst-265aa68e,https://images.mktw.net/im-53830630/social,2024-01-19 11:29:00+00:00,"Early Friday futures action is positive, pointing to the S&amp;P 500 
 SPX
 once again flirting with a fresh record. Such a tease.There had been fears that after nine weeks of consecutive gains int… [+7106 chars]",Early Friday futures action is positive pointing to the S amp P SPX once again flirting with a fresh record Such a tease There had been fears that after nine weeks of consecutive gains int chars ,Early Friday futures action positive pointing amp P SPX flirting fresh record tease fears nine weeks consecutive gains int chars
"{'id': None, 'name': 'Biztoc.com'}",finance.yahoo.com,"Stock market today: US futures subdued amid Tesla gloom, GDP countdown","US stocks rose on Thursday despite downbeat earnings from Tesla (TSLA) and following a hotter-than-expected US economic growth reading. Dow Jones Industrial Average (^DJI) opened 0.2% higher, while the S&P 500 (^GSPC) rose 0.4% following the benchmark's fourt…",https://biztoc.com/x/31fc229ec1305c90,https://c.biztoc.com/p/31fc229ec1305c90/og.webp,2024-01-25 15:06:16+00:00,"US stocks rose on Thursday despite downbeat earnings from Tesla (TSLA) and following a hotter-than-expected US economic growth reading.Dow Jones Industrial Average (^DJI) opened 0.2% higher, while th… [+302 chars]",US stocks rose on Thursday despite downbeat earnings from Tesla TSLA and following a hotter than expected US economic growth reading Dow Jones Industrial Average DJI opened higher while th chars ,US stocks rose Thursday despite downbeat earnings Tesla TSLA following hotter expected US economic growth reading Dow Jones Industrial Average DJI opened higher th chars
"{'id': None, 'name': 'MarketWatch'}",Steve Goldstein,"Reverse Goldilocks — why this bank is souring on stocks, for now",This bank is raising dry powder as they see a tough period for stocks as well as riskier corporate bonds,https://www.marketwatch.com/story/reverse-goldilocks-why-this-bank-is-souring-on-stocks-for-now-a109f4ba,https://images.mktw.net/im-70728059/social,2024-01-04 11:47:00+00:00,"That failure to declare Mission Accomplished leads nicely into the latest view from strategists at HSBC, who warn of what they call a temporary reverse Goldilocks phase. They note that so-called supe… [+6377 chars]",That failure to declare Mission Accomplished leads nicely into the latest view from strategists at HSBC who warn of what they call a temporary reverse Goldilocks phase They note that so called supe chars ,failure declare Mission Accomplished leads nicely latest view strategists HSBC warn call temporary reverse Goldilocks phase note called supe chars
"{'id': None, 'name': 'MarketWatch'}","Steve Goldstein, Barbara Kollmeyer",Wall Street firms getting excited over Japan as Nikkei keeps hitting records,JPMorgan and Bank of America are both pointing to wage growth as a reason to buy Japanese stocks.,https://www.marketwatch.com/story/wall-street-firms-getting-excited-over-japan-as-nikkei-keeps-hitting-records-f2d6119b,https://images.mktw.net/im-95137655/social,2024-01-11 11:50:00+00:00,"Japanese stocks were back in the spotlight from top Wall Street firms, as the benchmark Nikkei 225 crossed the 35,000 mark for the first time in nearly 34 years.The Nikkei 225 
 JP:NIK
 ended up 1.… [+6227 chars]",Japanese stocks were back in the spotlight from top Wall Street firms as the benchmark Nikkei crossed the mark for the first time in nearly years The Nikkei JP NIK ended up chars ,Japanese stocks back spotlight top Wall Street firms benchmark Nikkei crossed mark first time nearly years Nikkei JP NIK ended chars
"{'id': None, 'name': 'MarketWatch'}",Paul A. Merriman,What’s the best way to invest in the S&P 500?,The merits of an equal-weight S&P 500 fund compared to a cap-weighted fund,https://www.marketwatch.com/story/whats-the-best-way-to-invest-in-the-s-p-500-632ad25b,https://images.mktw.net/im-69148466/social,2024-01-11 11:05:00+00:00,"If you own a S&amp;P 500 fund, heres whats happening: Either youre massively bulking up on a relatively small number of giant companies or you are investing as if the fortunes of U-Haul (to pick a co… [+6214 chars]",If you own a S amp P fund heres whats happening Either youre massively bulking up on a relatively small number of giant companies or you are investing as if the fortunes of U Haul to pick a co chars ,amp P fund heres whats happening Either youre massively bulking relatively small number giant companies investing fortunes U Haul pick co chars
"{'id': None, 'name': 'Biztoc.com'}",finance.yahoo.com,You'll Regret Buying This Top Cathie Wood Stock on the Dip Unless 1 Thing Happens,"Famed investor Cathie Wood, who heads up Ark Invest, deploys a strategy that focuses on the most disruptive and innovative businesses. Her firm's thinking is that these companies should exhibit huge growth over the long term as they create products and servic…",https://biztoc.com/x/069f1a1643fbeebb,https://c.biztoc.com/p/069f1a1643fbeebb/s.webp,2024-01-29 10:24:05+00:00,"Famed investor Cathie Wood, who heads up Ark Invest, deploys a strategy that focuses on the most disruptive and innovative businesses. Her firm's thinking is that these companies should exhibit huge … [+302 chars]",Famed investor Cathie Wood who heads up Ark Invest deploys a strategy that focuses on the most disruptive and innovative businesses Her firm s thinking is that these companies should exhibit huge chars ,Famed investor Cathie Wood heads Ark Invest deploys strategy focuses disruptive innovative businesses firm thinking companies exhibit huge chars
"{'id': None, 'name': 'MarketWatch'}",Bill Peters,The busiest and most crucial week for fourth-quarter earnings is here. These five companies will do the heavy lifting.,Earnings Watch: Results from five of the Magnificent 7 are likely to define the profit trajectory of the S&P 500; Boeing reports as 737 Max fallout widens,https://www.marketwatch.com/story/the-busiest-and-most-crucial-week-for-fourth-quarter-earnings-is-here-these-five-companies-will-do-the-heavy-lifting-74ca1666,https://images.mktw.net/im-68525852/social,2024-01-28 15:01:00+00:00,"The heaviest stretch of the fourth-quarter earnings storm hits this week, with 106 companies set to report results. But results from only five all part of the gang of tech behemoths known as the Magn… [+4851 chars]",The heaviest stretch of the fourth quarter earnings storm hits this week with companies set to report results But results from only five all part of the gang of tech behemoths known as the Magn chars ,heaviest stretch fourth quarter earnings storm hits week companies set report results results five part gang tech behemoths known Magn chars
"{'id': None, 'name': 'MarketWatch'}",Jamie Chisholm,The correlation between bonds and stocks has ruptured. It’s not a problem for equities says this analyst,Stocks can still rally further providing 2-year yields stabilize says DataTraek,https://www.marketwatch.com/story/the-correlation-between-bonds-and-stocks-has-ruptured-its-not-a-problem-for-equities-says-this-analyst-21bfbb4d,https://images.mktw.net/im-821385/social,2024-01-26 11:32:00+00:00,"Early Friday skirmishing in the stock index futures market suggests the S&amp;P 500 will struggle to reach a sixth successive record high. Technology stocks are on course to lead the retreat, as a 10… [+9079 chars]",Early Friday skirmishing in the stock index futures market suggests the S amp P will struggle to reach a sixth successive record high Technology stocks are on course to lead the retreat as a chars ,Early Friday skirmishing stock index futures market suggests amp P struggle reach sixth successive record high Technology stocks course lead retreat chars
"{'id': None, 'name': 'Biztoc.com'}",benzinga.com,Ripples From Tesla's Woes Reach Asia's EV Suppliers After Q4 Results,"Following Tesla Inc.’s TSLA disappointing fourth-quarter results, the stock prices of its Asian suppliers and electric vehicle (EV) competitors have taken a hit. What Happened: As reported by CNBC, Tesla’s shares fell on Wednesday after the company’s fourth-q…",https://biztoc.com/x/ed30e07e5e45a655,https://c.biztoc.com/p/ed30e07e5e45a655/s.webp,2024-01-25 10:56:08+00:00,"Following Tesla Inc.s TSLA disappointing fourth-quarter results, the stock prices of its Asian suppliers and electric vehicle (EV) competitors have taken a hit.What Happened: As reported by CNBC, Tes… [+306 chars]",Following Tesla Inc s TSLA disappointing fourth quarter results the stock prices of its Asian suppliers and electric vehicle EV competitors have taken a hit What Happened As reported by CNBC Tes chars ,Following Tesla Inc TSLA disappointing fourth quarter results stock prices Asian suppliers electric vehicle EV competitors taken hit Happened reported CNBC Tes chars
"{'id': None, 'name': 'Biztoc.com'}",investors.com,Tesla Rolling Out FSD Beta Version 12,began rolling out FSD Beta Version 12 on Sunday night to some paying customers after weeks of internal testing. TSLA stock rose slightly Monday morning. It's unclear how many customers are getting FSD Beta V12 right away. Tesla CEO Elon Musk has been promisin…,https://biztoc.com/x/c2a656b80be889e5,https://c.biztoc.com/p/c2a656b80be889e5/og.webp,2024-01-23 15:56:11+00:00,began rolling out FSD Beta Version 12 on Sunday night to some paying customers after weeks of internal testing. TSLA stock rose slightly Monday morning.It's unclear how many customers are getting FSD… [+294 chars],began rolling out FSD Beta Version on Sunday night to some paying customers after weeks of internal testing TSLA stock rose slightly Monday morning It s unclear how many customers are getting FSD chars ,began rolling FSD Beta Version Sunday night paying customers weeks internal testing TSLA stock rose slightly Monday morning unclear many customers getting FSD chars
"{'id': None, 'name': 'Biztoc.com'}",investors.com,Tesla Reports Earnings Wednesday And There's A Lot Of Negative Noise,reports fourth-quarter earnings late Wednesday and analysts are not overly optimistic. TSLA stock is slumping to begin 2024. The company continues to cut vehicle prices — putting pressure on margins — as electric vehicle supply outstrips demand. The EV giant …,https://biztoc.com/x/502e1925c7e9b6f4,https://c.biztoc.com/p/502e1925c7e9b6f4/s.webp,2024-01-23 15:58:14+00:00,reports fourth-quarter earnings late Wednesday and analysts are not overly optimistic.TSLA stock is slumping to begin 2024. The company continues to cut vehicle prices putting pressure on margins as … [+278 chars],reports fourth quarter earnings late Wednesday and analysts are not overly optimistic TSLA stock is slumping to begin The company continues to cut vehicle prices putting pressure on margins as chars ,reports fourth quarter earnings late Wednesday analysts overly optimistic TSLA stock slumping begin company continues cut vehicle prices putting pressure margins chars
"{'id': None, 'name': 'Forbes'}","Trefis Team, Contributor, 
 Trefis Team, Contributor
 https://www.forbes.com/sites/greatspeculations/people/trefis/","Up 18% In 2023, Where Is Deutsche Bank Stock Headed?","Deutsche Bank’s stock (NYSE: DB) has gained 2% YTD, as compared to a near zero change in the S&P500 over the same period.",https://www.forbes.com/sites/greatspeculations/2024/01/12/up-18-in-2023-where-is-deutsche-bank-stock-headed/,https://imageio.forbes.com/specials-images/imageserve/65a0b4c3843bdaf1805ec7c5/0x0.jpg?format=jpg&height=900&width=1600&fit=bounds,2024-01-12 12:00:00+00:00,"MADRID, SPAIN - 2023/10/16: A man stands in front of the German investment bank and financial ... [+] services Deutsche Bank branch in Spain. (Photo by Xavi Lopez/SOPA Images/LightRocket via Getty Im… [+3135 chars]",MADRID SPAIN A man stands in front of the German investment bank and financial services Deutsche Bank branch in Spain Photo by Xavi Lopez SOPA Images LightRocket via Getty Im chars ,MADRID SPAIN man stands front German investment bank financial services Deutsche Bank branch Spain Photo Xavi Lopez SOPA Images LightRocket via Getty Im chars
"{'id': None, 'name': 'Forbes'}","Trefis Team, Contributor, 
 Trefis Team, Contributor
 https://www.forbes.com/sites/greatspeculations/people/trefis/","Up 77% Last Year, What To Expect From Adobe Stock?","Amid the current financial backdrop, ADBE stock has witnessed gains of 15% from levels of $500 in early January 2021 to around $570 now, vs. an increase of about 25% f...",https://www.forbes.com/sites/greatspeculations/2024/01/05/up-77-last-year-what-to-expect-from-adobe-stock/,https://imageio.forbes.com/specials-images/imageserve/6597a2a8fdd81eaa774e77ed/0x0.jpg?format=jpg&height=900&width=1600&fit=bounds,2024-01-05 11:00:37+00:00,"ANKARA, TURKIYE - DECEMBER 28: In this photo illustration logo of 'Adobe' app is displayed on a ... [+] mobile screen in front of a computer screen in Ankara, Turkiye on December 28, 2023. (Photo by … [+3380 chars]",ANKARA TURKIYE DECEMBER In this photo illustration logo of Adobe app is displayed on a mobile screen in front of a computer screen in Ankara Turkiye on December Photo by chars ,ANKARA TURKIYE DECEMBER photo illustration logo Adobe app displayed mobile screen front computer screen Ankara Turkiye December Photo chars
"{'id': None, 'name': 'Yahoo Entertainment'}",Hamza Shaban,Elon Musk wants what Mark Zuckerberg has — why shareholders would lose out,The success stories of visionary executives with outsized voting power can suddenly turn on themselves.,https://finance.yahoo.com/news/elon-musk-wants-what-mark-zuckerberg-has--why-shareholders-would-lose-out-163952450.html,https://s.yimg.com/ny/api/res/1.2/2ze4rMvxiOvMC0Rp_._oKg--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD04MDA-/https://s.yimg.com/os/creatr-uploaded-images/2024-01/15c0ebc0-ba32-11ee-afbb-65ef0f62e355,2024-01-24 16:39:52+00:00,"Elon Musk might be the face of Tesla (TSLA), blurring his own reputation and the identity of the brand. But as closely tied as the man is to the company and its $700-billion-dollar valuation, there i… [+5864 chars]",Elon Musk might be the face of Tesla TSLA blurring his own reputation and the identity of the brand But as closely tied as the man is to the company and its billion dollar valuation there i chars ,Elon Musk might face Tesla TSLA blurring reputation identity brand closely tied man company billion dollar valuation chars
"{'id': None, 'name': 'MarketWatch'}",Therese Poletti,These three tech companies should be the brightest spots in a grim earnings season,"S&P 500 profits are expected to fall — but Nvidia, Amazon and Meta should help cushion the blow.",https://www.marketwatch.com/story/these-three-tech-companies-should-be-the-brightest-spots-in-a-grim-earnings-season-18081a8f,https://images.mktw.net/im-70277675/social,2024-01-22 21:42:00+00:00,"Earnings season hasnt gotten off to a great start so far, but Wall Street should be thankful for the big technology companies that are preparing to report. Specifically, Nvidia Corp. 
 NVDA,
 +0.27… [+7236 chars]",Earnings season hasnt gotten off to a great start so far but Wall Street should be thankful for the big technology companies that are preparing to report Specifically Nvidia Corp NVDA chars ,Earnings season hasnt gotten great start far Wall Street thankful big technology companies preparing report Specifically Nvidia Corp NVDA chars
"{'id': None, 'name': 'Yahoo Entertainment'}",Hamza Shaban,Elon Musk’s push for influence at Tesla reveals the dangers of executive power,The success stories of visionary executives with outsized voting power can suddenly turn on themselves.,https://finance.yahoo.com/news/elon-musks-push-for-influence-at-tesla-reveals-the-dangers-of-executive-power-163952239.html,https://s.yimg.com/ny/api/res/1.2/2ze4rMvxiOvMC0Rp_._oKg--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD04MDA-/https://s.yimg.com/os/creatr-uploaded-images/2024-01/15c0ebc0-ba32-11ee-afbb-65ef0f62e355,2024-01-24 16:39:52+00:00,"Elon Musk might be the face of Tesla (TSLA), blurring his own reputation and the identity of the brand. But as closely tied as the man is to the company and its $700-billion-dollar valuation, there i… [+5864 chars]",Elon Musk might be the face of Tesla TSLA blurring his own reputation and the identity of the brand But as closely tied as the man is to the company and its billion dollar valuation there i chars ,Elon Musk might face Tesla TSLA blurring reputation identity brand closely tied man company billion dollar valuation chars
"{'id': None, 'name': ""Investor's Business Daily""}",Investor's Business Daily,"Dow Jones Futures: Market Losses Broaden; Cathie Wood Buys Tesla, Sells This Bitcoin Stock","The Nasdaq extended a losing streak. Tesla fell solidly, but that could be constructive.",https://www.investors.com/market-trend/stock-market-today/dow-jones-futures-market-losses-broaden-cathie-wood-buys-tesla-sells-bitcoin-stock-coinbase/,https://www.investors.com/wp-content/uploads/2021/11/Stock-CathieWoods-company.jpg,2024-01-04 02:07:54+00:00,"Dow Jones futures tilted higher overnight, along with S&amp;P 500 futures and Nasdaq futures.
XThe stock market rally suffered further losses, with the Nasdaq suffered a 1%+ decline for a second str… [+7492 chars]",Dow Jones futures tilted higher overnight along with S amp P futures and Nasdaq futures XThe stock market rally suffered further losses with the Nasdaq suffered a decline for a second str chars ,Dow Jones futures tilted higher overnight along amp P futures Nasdaq futures XThe stock market rally suffered losses Nasdaq suffered decline second str chars
"{'id': None, 'name': 'Forbes'}","Trefis Team, Contributor, 
 Trefis Team, Contributor
 https://www.forbes.com/sites/greatspeculations/people/trefis/","Barclays Stock Trailed S&P 500 By 23% In 2023, What Happens Next?","Barclays’ stock (NYSE: BCS) has gained 1% YTD, as compared to the 2% drop in the S&P500 over the same period.",https://www.forbes.com/sites/greatspeculations/2024/01/08/barclays-stock-trailed-sp-500-by-23-in-2023-what-happens-next/,https://imageio.forbes.com/specials-images/imageserve/659b8bd4b39ee10015a2bdb5/0x0.jpg?format=jpg&height=900&width=1600&fit=bounds,2024-01-08 12:00:09+00:00,"The Barclays Bank logo on 5th of October 2023 in Ashford, United Kingdom. Barclays Bank is a British ... [+] multinational banking and financial services organisation and major retail and commercial … [+3440 chars]",The Barclays Bank logo on th of October in Ashford United Kingdom Barclays Bank is a British multinational banking and financial services organisation and major retail and commercial chars ,Barclays Bank logo th October Ashford United Kingdom Barclays Bank British multinational banking financial services organisation major retail commercial chars
"{'id': None, 'name': 'Forbes'}","Trefis Team, Contributor, 
 Trefis Team, Contributor
 https://www.forbes.com/sites/greatspeculations/people/trefis/",Should You Pick UnitedHealth Stock At $510 After A Q4 Beat?,"We expect the revenues to be just above (in line) the expectations, while earnings are likely to miss the consensus.",https://www.forbes.com/sites/greatspeculations/2024/01/24/should-you-pick-unitedhealth-stock-at-510-after-a-q4-beat/,https://imageio.forbes.com/specials-images/imageserve/65b0ab10f79de97e5bf0c7e2/0x0.jpg?format=jpg&height=900&width=1600&fit=bounds,2024-01-24 14:00:25+00:00,"CHINA - 2022/04/24: In this photo illustration the UnitedHealth Group logo displayed on a smartphone ... [+] screen. (Photo Illustration by Sheldon Cooper/SOPA Images/LightRocket via Getty Images)
S… [+3551 chars]",CHINA In this photo illustration the UnitedHealth Group logo displayed on a smartphone screen Photo Illustration by Sheldon Cooper SOPA Images LightRocket via Getty Images S chars ,CHINA photo illustration UnitedHealth Group logo displayed smartphone screen Photo Illustration Sheldon Cooper SOPA Images LightRocket via Getty Images chars
"{'id': None, 'name': 'Forbes'}","Trefis Team, Contributor, 
 Trefis Team, Contributor
 https://www.forbes.com/sites/greatspeculations/people/trefis/","Gaining 50% Over The Last 12 Months, Will Intel Stock Rally Further After Q4 Results?",Intel stock (NASDAQ: INTC) is expected to publish its Q4 2023 results on January 25.,https://www.forbes.com/sites/greatspeculations/2024/01/18/gaining-50-over-the-last-12-months-will-intel-stock-rally-further-after-q4-results/,https://imageio.forbes.com/specials-images/imageserve/64bf6c9a8f604a7572105e80/0x0.jpg?format=jpg&height=900&width=1600&fit=bounds,2024-01-18 13:00:00+00:00,"Signage with logo at the Silicon Valley headquarters of computer hardware manufacturer Intel, Santa ... [+] Clara, California, August 17, 2017. (Photo via Smith Collection/Gado/Getty Images).
Getty … [+3679 chars]",Signage with logo at the Silicon Valley headquarters of computer hardware manufacturer Intel Santa Clara California August Photo via Smith Collection Gado Getty Images Getty chars ,Signage logo Silicon Valley headquarters computer hardware manufacturer Intel Santa Clara California August Photo via Smith Collection Gado Getty Images Getty chars
"{'id': None, 'name': 'Forbes'}","Trefis Team, Contributor, 
 Trefis Team, Contributor
 https://www.forbes.com/sites/greatspeculations/people/trefis/","Dropping 5% Since The Start Of 2023, Can MetLife Stock Rebound?",MetLife’s stock (NYSE: MET) has lost 5% since the start of 2023 as compared to the 26% rise in the S&P500 index over the same period.,https://www.forbes.com/sites/greatspeculations/2024/01/23/dropping-5-since-the-start-of-2023-can-metlife-stock-rebound/,https://imageio.forbes.com/specials-images/imageserve/647d79b8bd6bb77ac90e1090/0x0.jpg?format=jpg&height=900&width=1600&fit=bounds,2024-01-23 13:00:00+00:00,"CHINA - 2023/02/23: In this photo illustration, a MetLife (MET) logo is displayed on the screen of a ... [+] smartphone. (Photo Illustration by Sheldon Cooper/SOPA Images/LightRocket via Getty Images… [+3133 chars]",CHINA In this photo illustration a MetLife MET logo is displayed on the screen of a smartphone Photo Illustration by Sheldon Cooper SOPA Images LightRocket via Getty Images chars ,CHINA photo illustration MetLife MET logo displayed screen smartphone Photo Illustration Sheldon Cooper SOPA Images LightRocket via Getty Images chars
"{'id': None, 'name': 'Forbes'}","Trefis Team, Contributor, 
 Trefis Team, Contributor
 https://www.forbes.com/sites/greatspeculations/people/trefis/","Up 21% In The Last Six Months, Will IBM Stock See Further Gains Post Q4?","Computing behemoth IBM is slated to report its Q4 2023 results January 24, reporting on a quarter that is likely to have seen IT spending remain lackluster.",https://www.forbes.com/sites/greatspeculations/2024/01/18/up-21-in-the-last-six-months-will-ibm-stock-see-further-gains-post-q4/,https://imageio.forbes.com/specials-images/imageserve/65a8889d27a6766319af3d53/0x0.jpg?format=jpg&height=900&width=1600&fit=bounds,2024-01-18 12:00:00+00:00,"BARCELONA, SPAIN - FEBRUARY 26: A logo sits illumintated outside the IBM booth on day 2 of the GSMA ... [+] Mobile World Congress 2019 on February 26, 2019 in Barcelona, Spain. (Photo by David Ramos/… [+3458 chars]",BARCELONA SPAIN FEBRUARY A logo sits illumintated outside the IBM booth on day of the GSMA Mobile World Congress on February in Barcelona Spain Photo by David Ramos chars ,BARCELONA SPAIN FEBRUARY logo sits illumintated outside IBM booth day GSMA Mobile World Congress February Barcelona Spain Photo David Ramos chars
"{'id': None, 'name': 'Forbes'}","David Trainer, Contributor, 
 David Trainer, Contributor
 https://www.forbes.com/sites/greatspeculations/people/davidtrainer/",4Q23 Earnings: Where Street Earnings Are Too High & Who Should Miss,Insights on which companies are most likely to miss 4Q23 earnings based on our proprietary Core Earnings research.,https://www.forbes.com/sites/greatspeculations/2024/01/11/4q23-earnings-where-street-earnings-are-too-high--who-should-miss/,https://imageio.forbes.com/specials-images/imageserve/65a000c886ecf6ce33382aed/0x0.jpg?format=jpg&height=900&width=1600&fit=bounds,2024-01-11 14:53:56+00:00,"stack of silver coins with trading chart in financial concepts and financial investment business ... [+] stock growth
getty
Wall Street analysts are too bullish on fourth quarter earnings expectati… [+5906 chars]",stack of silver coins with trading chart in financial concepts and financial investment business stock growth getty Wall Street analysts are too bullish on fourth quarter earnings expectati chars ,stack silver coins trading chart financial concepts financial investment business stock growth getty Wall Street analysts bullish fourth quarter earnings expectati chars
"{'id': None, 'name': 'Forbes'}","Trefis Team, Contributor, 
 Trefis Team, Contributor
 https://www.forbes.com/sites/greatspeculations/people/trefis/",After Rising Over 30% In 2023 Is This Casino Stock A Better Pick Over Western Digital Stock?,"In the sections below, we discuss the possible returns for WDC and MGM in the next three years.",https://www.forbes.com/sites/greatspeculations/2024/01/05/after-rising-over-30-in-2023-is-this-casino-stock-a-better-pick-over-western-digital-stock/,https://imageio.forbes.com/specials-images/imageserve/6597a37fabbbaed21c838e14/0x0.jpg?format=jpg&height=900&width=1600&fit=bounds,2024-01-05 12:00:42+00:00,"SUQIAN, CHINA - OCTOBER 28, 2023 - Photo illustration Western Digital, Suqian, Jiangsu Province, ... [+] China, October 28, 2023. (Photo credit should read CFOTO/Future Publishing via Getty Images)
… [+6535 chars]",SUQIAN CHINA OCTOBER Photo illustration Western Digital Suqian Jiangsu Province China October Photo credit should read CFOTO Future Publishing via Getty Images chars ,SUQIAN CHINA OCTOBER Photo illustration Western Digital Suqian Jiangsu Province China October Photo credit read CFOTO Future Publishing via Getty Images chars
"{'id': None, 'name': 'Forbes'}","Trefis Team, Contributor, 
 Trefis Team, Contributor
 https://www.forbes.com/sites/greatspeculations/people/trefis/",Will Intel Stock Recover To Pre-Inflation Shock Highs?,Intel has seen demand pull back as the PC market has declined meaningfully after seeing a big demand surge through Covid-19.,https://www.forbes.com/sites/greatspeculations/2024/01/09/will-intel-stock-recover-to-pre-inflation-shock-highs/,https://imageio.forbes.com/specials-images/imageserve/659cd4889d784fcef2fb55de/0x0.jpg?format=jpg&height=900&width=1600&fit=bounds,2024-01-09 12:00:53+00:00,"CHIBA, JAPAN - 2023/09/23: Computer chips maker INTEL exhibition booth at the Tokyo Game Show 2023 ... [+] in Makuhari Messe, Chiba. Video game makers and publishers, social media representatives wer… [+6606 chars]",CHIBA JAPAN Computer chips maker INTEL exhibition booth at the Tokyo Game Show in Makuhari Messe Chiba Video game makers and publishers social media representatives wer chars ,CHIBA JAPAN Computer chips maker INTEL exhibition booth Tokyo Game Show Makuhari Messe Chiba Video game makers publishers social media representatives wer chars
"{'id': None, 'name': 'Forbes'}","Trefis Team, Contributor, 
 Trefis Team, Contributor
 https://www.forbes.com/sites/greatspeculations/people/trefis/",Will Boeing Stock Recover To Its Highs Of Over $250?,"Boeing stock (NYSE: BA) currently trades at $229 per share, around 10% below its level in March 2021, and it seems like it can see higher levels over time.",https://www.forbes.com/sites/greatspeculations/2024/01/10/will-boeing-stock-recover-to-its-highs-of-over-250/,https://imageio.forbes.com/specials-images/imageserve/659e18428a205ca735e12686/0x0.jpg?format=jpg&height=900&width=1600&fit=bounds,2024-01-10 14:00:00+00:00,"PORTLAND, OREGON - JANUARY 9: Alaska Airlines Boeing 737 MAX 9 aircraft N705AL is seen grounded at ... [+] Portland International Airport on January 9, 2024 in Portland, Oregon. NTSB investigators ar… [+7408 chars]",PORTLAND OREGON JANUARY Alaska Airlines Boeing MAX aircraft N AL is seen grounded at Portland International Airport on January in Portland Oregon NTSB investigators ar chars ,PORTLAND OREGON JANUARY Alaska Airlines Boeing MAX aircraft N AL seen grounded Portland International Airport January Portland Oregon NTSB investigators ar chars
